X,y
0.040289710781901106,2.966923596304046
0.05011304127735405,2.6743048252911183
0.06607334247978947,2.6272457214454707
0.08748989696004203,2.4804494425414174
0.18127912011149516,2.913687735824886
0.19209754715520702,3.0112403127578378
0.2837795839812183,2.9847701847971524
0.36985608172973394,3.132322177203063
0.3919990065050901,3.06793286025927
0.38536962838668753,2.951333389605398
0.45384142017595613,2.035818682657025
0.5879292778939046,2.953659722427514
0.662910041114385,3.10239708964252
0.6328144745162584,1.8368433476889785
0.6311713559437745,2.0351686355408902
0.7783471875142073,3.2833935844756477
0.7714405188841542,2.134231277520938
0.8495921845453364,3.0599627116077217
0.8872779660681778,3.7275948432405426
0.9296085075540956,2.7444698474820663
1.0045559191985958,2.0569378010955583
1.072499643336226,2.922551820303094
1.1318319250035789,1.715969279678219
1.194063799101761,2.157212386469167
1.1274873721805239,1.5970226575541138
1.3169359666766542,3.158492372076312
1.3434171314116827,0.8655749322910301
1.3611013854730591,3.283806265641394
1.3368822869678014,2.273409783277014
1.3889020328013373,1.8341206738245113
1.561126515291039,1.1133399985074928
1.546549688258433,2.5114809249079446
1.628391151930692,3.1533642175182948
1.607399641445138,3.3522274667697585
1.6946591455776658,3.6329144368204833
1.8147960466192263,1.8314824473084244
1.738848822846046,4.379940480914346
1.776460344152646,2.224177975120124
1.9245545801370292,2.6618469543807173
1.9858135369916443,3.7455866181553725
1.9918335491265098,3.799184731566888
1.9826681011467062,0.9805554515524761
2.138986250716515,1.8140675007445188
2.1874936057978953,3.775976533162866
2.204207600781143,3.7361590969150575
2.210863993782799,3.324591567644305
2.3539064044879447,3.9744244017192116
2.3809662293966163,4.301684378423614
2.4225474445915234,3.824897676079001
2.478531279311927,4.170058065303568
2.4821943777835633,2.7148023217861805
2.598122407837476,2.8176833265089796
2.6463126347999917,2.798350378794207
2.5892536573357243,4.043489975666824
2.741815733129002,3.9875257731557197
2.7937441359110204,4.423486664942528
2.8455125356588504,5.251505201301453
2.921931174716984,4.708486739140518
2.825295466594142,4.449871037051227
3.006963292544151,6.633520307197269
2.9383554280964264,7.070865829949739
2.995020347117113,5.951781460358829
3.157881646806066,6.419717990725788
3.1035009902670447,6.494813495386179
3.2012046581697122,6.385002129186143
3.18163962513699,7.079240896638744
3.233966355373424,6.26575806909746
3.3994330178942755,9.703502998634502
3.33018697021918,7.456349777307584
3.4018118126743913,7.931183387745811
3.4507148277669315,8.169125918011742
3.513074127429847,7.7549847954809366
3.600581188582621,10.18332407543622
3.6378733693745815,12.053867003022658
3.7582321191495773,10.181368523203421
3.7628453487468922,9.961606460603598
3.754311638955005,13.683721472637869
3.8834639736791834,14.059845041410195
3.882342572056056,13.625179784465047
3.905310196613457,12.127161354343203
3.986062288685577,12.755706168144222
4.050659916545069,14.311220024686875
4.171039904092799,15.151249319023375
4.203589670968567,14.155461603237594
4.130284141841289,16.763632830566163
4.315415695656691,16.682278227644858
4.292301377441631,18.26002767139404
4.346281121130195,17.0431889080368
4.416700727286711,19.764300714095583
4.398149835264424,18.104330589213593
4.447280600998612,18.160579127783198
4.567547003949278,17.38117248484854
4.621988989684393,18.348354369037626
4.658195420530783,19.98939497613783
4.765972415356926,22.450010301111526
4.718458040860136,22.66312618868447
4.854238866125377,24.06441532837358
4.886059562192061,21.774896572792585
4.894787672267176,27.318787740350242
4.880907453137063,26.558299507970652
